franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address
"Tlc Central, Llc",,Tlc,25,Applebee's,1,No,NY,NY | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tlc Central, Llc Applebee's franchisee NY",,,,,(315) 336-9833,1794 Black River Blvd.
"Tlc West, Llc",,Tlc,25,Applebee's,1,No,NY,NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Tlc West, Llc Applebee's franchisee NY",,,,,(585) 425-4700,585 Moseley Road
Apple Pennsylvania Llc,,Apple,25,Applebee's,1,No,PA,PA | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Apple Pennsylvania Llc Applebee's franchisee PA,,,,,(724) 547-6102,110 Countryside Plaza
Bennett Management Corp.,,Bennett,25,Burger King,1,No,OH,IN | MI | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Bennett Management Corp. Burger King franchisee OH,,,,,(260) 484-0390,2511 Spy Run Ave
"Pec Management Ii, Llp","Pec Management Ii, Llp / Pec Management Iii Llc",Pec,25,Burger King,1,No,PA,OH | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Pec Management Ii, Llp Burger King franchisee PA",,,,,(440) 332-7314,2239 State Rd #45
"Degrandis, Greg",,"Degrandis,",25,Domino's,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Degrandis, Greg Domino's franchisee CA",,,,,(559) 551-2700,561 North I Street
"Williams, Craig K.",,"Williams,",25,Domino's,1,No,CO,CO | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Williams, Craig K. Domino's franchisee CO",,,,,(719) 434-9996,"9673 Prominent Point, Suite 100"
"Jenks / Benvenuti, David / Dominic",,Jenks,25,Domino's,1,No,MA,MA | ME | NH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Jenks / Benvenuti, David / Dominic Domino's franchisee MA",,,,,(781) 322-0030,775 Eastern Ave.
"Palmer, Steven T.",,"Palmer,",25,Domino's,1,No,TX,MO | OK | TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Palmer, Steven T. Domino's franchisee TX",,,,,(660) 562-2800,1006 South Main Street
"Satterwhite, Anthony D.",,"Satterwhite,",25,Domino's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Satterwhite, Anthony D. Domino's franchisee OH",,,,,(419) 504-3030,1036 Ashland Road
"Hamilton, Troy C.",,"Hamilton,",25,Domino's,1,No,OR,OR | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Hamilton, Troy C. Domino's franchisee OR",,,,,(503) 713-6330,6691 SE Tualatin Valley Highway
"Pmtd Restaurants, Llc",,Pmtd,25,KFC,1,No,GA,AL | GA | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Pmtd Restaurants, Llc KFC franchisee GA",,,,,770/384-1000,955 Airport Drive
"Whiteford'S, Inc.",,"Whiteford'S,",25,KFC,1,No,SC,GA | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Whiteford'S, Inc. KFC franchisee SC",,,,,864/943-2000,190 Tom Hill Sr. Boulevard
"Ddo1-Texas, Llc",,"Ddo1-Texas,",25,KFC,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Ddo1-Texas, Llc KFC franchisee TX",,,,,928/681-3344,1908 S. Colorado Street
Steven A Johnson,,Steven,25,McDonald's,1,No,AL,AL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Steven A Johnson McDonald's franchisee AL,,,,,256-233-1275,103 HWY 31 N
Marc A O'Ferrall,,Marc,25,McDonald's,1,No,MS,AL | FL | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Marc A O'Ferrall McDonald's franchisee MS,,,,,251-867-4540,464 SOUTH BLVD
Christian H Rawden,,Christian,25,McDonald's,1,No,PA,DE | NJ | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Christian H Rawden McDonald's franchisee PA,,,,,302-737-4424,4160 OGLETOWN STANTON ROAD
James Booth,,James,25,McDonald's,1,No,SC,GA | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",James Booth McDonald's franchisee SC,,,,,912-427-6896,1190 E CHERRY ST
Benjamin Scott,,Benjamin,25,McDonald's,1,No,OH,KY | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Benjamin Scott McDonald's franchisee OH,,,,,859-234-6199,853 US HWY 27 S
Scott Holowicki,,Scott,25,McDonald's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Scott Holowicki McDonald's franchisee OH,,,,,614-324-5213,6161 GENDER RD
John Santonastasso,,John,25,McDonald's,1,No,PA,PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",John Santonastasso McDonald's franchisee PA,,,,,412-835-2642,5261 LIBRARY RD
Jake Faris,,Jake,25,McDonald's,1,No,VA,TN | VA | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Jake Faris McDonald's franchisee VA,,,,,865-397-0397,550 HWY 92 SOUTH
A Price Boxley,,A,25,McDonald's,1,No,VA,VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",A Price Boxley McDonald's franchisee VA,,,,,540-828-3841,516 N MAIN
Tasty Hut Of Wv Llc,,Tasty,25,Pizza Hut,1,No,WV,OH | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tasty Hut Of Wv Llc Pizza Hut franchisee WV,,,,,740/594-8195,743 East State Street Suite D-1
Thomas Scott,,Thomas,25,Pizza Hut,1,No,NC,IL | NC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Thomas Scott Pizza Hut franchisee NC,,,,,310/943-4997,760 W Williams St
"Apple Of North Alabama, Inc.",,Apple,24,Applebee's,1,No,AL,AL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Apple Of North Alabama, Inc. Applebee's franchisee AL",,,,,(334) 264-9064,3001 Carter Hill Road
"Legacy Apple V, Llc",,Legacy,24,Applebee's,1,No,SC,SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Legacy Apple V, Llc Applebee's franchisee SC",,,,,(843) 871-0682,88 Old Trolley Road
Barnett Jacobs Restaurants Llc,,Barnett,24,Burger King,1,No,AZ,AZ,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Barnett Jacobs Restaurants Llc Burger King franchisee AZ,,,,,(623) 230-2851,9920 W Van Buren
Di Severia,,Di,24,Burger King,1,No,MD,DE | MD | VA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Di Severia Burger King franchisee MD,,,,,(302) 515-1125,20633 Dupont Blvd
"L. I. Restaurant Associates, L.P.",,L.,24,Burger King,1,No,NY,NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","L. I. Restaurant Associates, L.P. Burger King franchisee NY",,,,,(631) 842-6122,1104 Sunrise Hwy
"Bhuyan, Mili A.",,"Bhuyan,",24,Domino's,1,No,DE,DE | MD | NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Bhuyan, Mili A. Domino's franchisee DE",,,,,(302) 628-5000,23437 Sussex Hwy
"Welker, William L.",,"Welker,",24,Domino's,1,No,FL,FL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Welker, William L. Domino's franchisee FL",,,,,(863) 296-8885,24174 Highway 27 Suite 300
"Ali, Khurram S.",,"Ali,",24,Domino's,1,No,PA,OH | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Ali, Khurram S. Domino's franchisee PA",,,,,(330) 259-7911,7100 Lockwood Blvd.
"Anderson, Shane H.",,"Anderson,",24,Domino's,1,No,WA,OR | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Anderson, Shane H. Domino's franchisee WA",,,,,(541) 826-7070,10586 Highway 62 #B
"Peak Restaurant Group, Llc",,Peak,24,IHOP,1,No,UT,CO | IA | ID | MN | ND | SD | UT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Peak Restaurant Group, Llc IHOP franchisee UT",,,,,(970) 248-9559,2420 Hwy 6 and 50
"Vitaligent-East Bay, Llc",,Vitaligent-East,24,Jamba,1,No,CALIFORNIA,CALIFORNIA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Vitaligent-East Bay, Llc Jamba franchisee CALIFORNIA",,,,,925.522.0094,5779 Lone Tree Way
Premium Loaves Colorado Llc,,Premium,24,Jimmy John's,1,No,CO,CO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Premium Loaves Colorado Llc Jimmy John's franchisee CO,,,,,303-940-5729,12650 W 64th Ave
Dj Mitchell,,Dj,24,McDonald's,1,No,GA,GA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Dj Mitchell McDonald's franchisee GA,,,,,404-365-9727,2929 PEACHTREE RD NE
Anne Alon,,Anne,24,McDonald's,1,No,KS,KS | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Anne Alon McDonald's franchisee KS,,,,,913-677-3220,4215 RAINBOW BOULEVARD
Paul Hendel,,Paul,24,McDonald's,1,No,NY,NY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Paul Hendel McDonald's franchisee NY,,,,,718-932-8690,2250 31ST ST
Jason Payne,,Jason,24,McDonald's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Jason Payne McDonald's franchisee OH,,,,,216-251-8990,14235 PURITAS RD
Robert E Wagner,,Robert,24,McDonald's,1,No,OK,OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Robert E Wagner McDonald's franchisee OK,,,,,918-367-5661,702 N MAIN
James C Watson,,James,24,McDonald's,1,No,UT,UT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",James C Watson McDonald's franchisee UT,,,,,801-441-7555,406 E STATE
Hut Tallahassee Llc,,Hut,24,Pizza Hut,1,No,GA,AL | GA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Tallahassee Llc Pizza Hut franchisee GA,,,,,334/222-4106,1203 Dr Martin Luther King Jr Exp
"Southern Pacpizza, Llc",,Southern,24,Pizza Hut,1,No,CA,CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Southern Pacpizza, Llc Pizza Hut franchisee CA",,,,,760/240-6181,20811 Bear Valley Rd Ste C
Hut St Louis Llc,,Hut,24,Pizza Hut,1,No,IL,IL | IN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut St Louis Llc Pizza Hut franchisee IL,,,,,618/465-6600,3096 Homer Adams Pkwy
Adt Louisiana Llc,,Adt,24,Pizza Hut,1,No,LA,LA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Adt Louisiana Llc Pizza Hut franchisee LA,,,,,318/443-4400,3927 S Macarthur Dr
Hut Dakotas Llc,,Hut,24,Pizza Hut,1,No,SD,MN | ND | SD,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Hut Dakotas Llc Pizza Hut franchisee SD,,,,,218/847-1336,832 Washington Ave.
Apple Colorado Llc,,Apple,23,Applebee's,1,No,CO,CO | WY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Apple Colorado Llc Applebee's franchisee CO,,,,,(970) 249-1214,1501 Oxbow Drive
"Apple Corps, L.P.",,Apple,23,Applebee's,1,No,IA,IA | IL,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Apple Corps, L.P. Applebee's franchisee IA",,,,,(319) 266-1814,6301 University Avenue
Melanbo Opco Llc,,Melanbo,23,Bojangles,1,No,SC,GA | NC | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Melanbo Opco Llc Bojangles franchisee SC,,,,,678-413-4997,1970 Highway 138
"Hometown Hospitality, Llc",,Hometown,23,Burger King,1,No,TN,GA | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Hometown Hospitality, Llc Burger King franchisee TN",,,,,(706) 625-0935,905 South Wall St
"Applegreen South Carolina (Ftg), Llc",,Ftg,23,Burger King,1,No,SC,MA | NH | NJ | SC,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Ftg Burger King franchisee SC,,,,,(774) 241-0368,236 Route 15
"Dossani Paradise Investments, Llc",,Dossani,23,Burger King,1,No,TX,TX,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Dossani Paradise Investments, Llc Burger King franchisee TX",,,,,(430) 562-7070,299 Us 59
Caudill And Wright Enterprises Inc,,Caudill,23,Dairy Queen,1,No,KY,KY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Caudill And Wright Enterprises Inc Dairy Queen franchisee KY,,,,,6064643242,22 Big Hill Dr
"Burgess, Timothy Kent",,"Burgess,",23,Domino's,1,No,CO,CO | UT,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Burgess, Timothy Kent Domino's franchisee CO",,,,,(719) 574-0950,6870 Galley Rd.
"Cookston, Robert L.",,"Cookston,",23,Domino's,1,No,NY,CT | NY | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Cookston, Robert L. Domino's franchisee NY",,,,,(860) 225-6644,1523-B Stanley Street
"Harding, Michael",,"Harding,",23,Domino's,1,No,IN,IN | KY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Harding, Michael Domino's franchisee IN",,,,,(812) 650-7033,2504 E. 3rd Street
"Carrigan, Benjamin Eli",,"Carrigan,",23,Domino's,1,No,TN,KY | TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Carrigan, Benjamin Eli Domino's franchisee TN",,,,,(270) 237-5555,213 East Main Street
"Karakus, Yunus",,"Karakus,",23,Domino's,1,No,MA,MA | NH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Karakus, Yunus Domino's franchisee MA",,,,,(781) 280-2929,186 Great Road Suite #4
"Lambert, Adam K.",,"Lambert,",23,Domino's,1,No,WI,MI | WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Lambert, Adam K. Domino's franchisee WI",,,,,(906) 428-6075,21 Lowrie Dr.
"Az Fgb Operations, Llc (Keith Bubb)","Az Fgb Operations, Llc (Keith Bubb) / Ca Fgb Operations, Llc (Keith Bubb) / Fgb Operations, Llc (Keith Bubb)",Keith,23,Five Guys,1,No,AZ,AZ | CA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Keith Bubb Five Guys franchisee AZ,,,,,928-692-4415,"1800 S. Milton Ave., Ste. 300"
"Premium Loaves Ii, Inc.",,Premium,23,Jimmy John's,1,No,WI,WI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Premium Loaves Ii, Inc. Jimmy John's franchisee WI",,,,,262-373-1600,12460 W Capitol Dr
"Ampex Brands Of Duncan, Inc.","Ampex Brands Of Duncan, Inc. / Ampex Brands Of Okc, Inc.",Ampex,23,KFC,1,No,OK,OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Ampex Brands Of Duncan, Inc. KFC franchisee OK",,,,,469/917-3800,1215 N. Main St.
Michael J Valluzzo,,Michael,23,McDonald's,1,No,AL,AL | LA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Michael J Valluzzo McDonald's franchisee AL,,,,,205-621-2807,205 S COLONIAL DR
Joseph Johnson,,Joseph,23,McDonald's,1,No,CO,CO | NE,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Joseph Johnson McDonald's franchisee CO,,,,,303-364-5212,11025 E COLFAX AVE
Rajesh Sainani,,Rajesh,23,McDonald's,1,No,VA,CUBA | VA | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Rajesh Sainani McDonald's franchisee VA,,,,,703-273-9866,Sherman And Chapel Hill Road
Glen D Nichols,,Glen,23,McDonald's,1,No,OK,KS | MO | OK,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Glen D Nichols McDonald's franchisee OK,,,,,620-856-3401,2800 MILITARY AVENUE
Richard T Hogan,,Richard,23,McDonald's,1,No,MA,MA | NH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Richard T Hogan McDonald's franchisee MA,,,,,508-761-8656,444 WASHINGTON STREET
Melisa A Essig,,Melisa,23,McDonald's,1,No,MO,MO | NE,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Melisa A Essig McDonald's franchisee MO,,,,,660-425-6904,4100 MILLER ST
Eric M Godlove,,Eric,23,McDonald's,1,No,OH,OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Eric M Godlove McDonald's franchisee OH,,,,,937-401-2629,1570 MIAMISBURG-CENTERVILLE RD
Tim A Funderburk,,Tim,23,McDonald's,1,No,TN,TN,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.",Tim A Funderburk McDonald's franchisee TN,,,,,931-537-3330,300 BIGMAC DR
"Columbia Basin Pizza Hut, Inc.",,Columbia,23,Pizza Hut,1,No,WA,OR | WA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Columbia Basin Pizza Hut, Inc. Pizza Hut franchisee WA",,,,,541/567-7177,1125 N 1st St
"1788 Chicken, Llc",,1788,23,Zaxby's,1,No,AR,AR | GA | MS,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","1788 Chicken, Llc Zaxby's franchisee AR",,,,,(870) 762-1600,3704 E. Main St.
"Drury Restaurants, Inc.",,Drury,22,Burger King,1,No,MO,AR | IL | KY | MO,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Drury Restaurants, Inc. Burger King franchisee MO",,,,,(870) 520-6416,2925 Red Wolf Blvd
"Ansari, Massoud",,"Ansari,",22,Domino's,1,No,NJ,CT | NJ,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Ansari, Massoud Domino's franchisee NJ",,,,,(203) 805-7000,850 Bridgeport Ave
"Schlater, Christopher",,"Schlater,",22,Domino's,1,No,OH,IN | OH,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Schlater, Christopher Domino's franchisee OH",,,,,(765) 222-3015,2050 Park Road
"Seagle, Joseph M.",,"Seagle,",22,Domino's,1,No,KY,IN | KY,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Seagle, Joseph M. Domino's franchisee KY",,,,,(812) 853-3030,854 State Street
"Rivard, Robert P.",,"Rivard,",22,Domino's,1,No,NH,MA | ME | NH | RI,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Rivard, Robert P. Domino's franchisee NH",,,,,(617) 472-9191,41 Safford St.
"Clise, Michael W.",,"Clise,",22,Domino's,1,No,WV,MD | PA | VA | WV,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Clise, Michael W. Domino's franchisee WV",,,,,(301) 733-3333,141 N. Prospect Street
"Treacy, Edward W.",,"Treacy,",22,Domino's,1,No,MD,MD | PA,A,nova_qsr_tier_a,"Has HR/Ops layer. Pain: no centralized hiring system across 16-200 locations. Pitch: Nova as command center for all-location hiring — one dashboard, AI screening, consistent process.","Treacy, Edward W. Domino's franchisee MD",,,,,(301) 750-7600,"4959 Westview Dr, Ste 4"
